COMMUNITY_AREA_NAMES,ADDRESS,ZIP_CODES,LATITUDE,LONGITUDE
"'Uptown',",'1032 W. Montrose Ave',60613,41.96186585,-87.65610743
"'North Lawndale',",'1255 S. Fairfield Ave.',60608,41.86489079,-87.69444711
"'Washington Park',",'5801 S. Michigan Ave.',60637,41.78915201,-87.62217908
"'Garfield Ridge',",'5011 W. 47th St.',60638,41.80744124,-87.74856678
"'Lower West Side',",'2015 S. Morgan St.',60608,41.85480194,-87.65132697
"'West Town',",'1838 W. Chicago Ave.',60622,41.89607519,-87.67373584
"'Grand Boulevard',",'400 E. 41st St.',60653,41.8203495,-87.61651411
"'North Lawndale',",'2639 W. 12th Pl',60608,41.86555368,-87.69250717
"'Woodlawn',",'6600 S. Greenwood Ave.',60637,41.77493196,-87.59987091
"'South Shore',",'2355 E. 67th St.',60649,41.77343579,-87.56778382
"'Woodlawn',",'803 E. 61st St.',60637,41.783951,-87.60584338
"'Humboldt Park',",'3525 W. Ohio St.',60624,41.89169871,-87.71492195
"'Douglas',",'2600 S. King Dr.',60616,41.84565291,-87.61781639
"'Austin',",'223-9 S. Central Ave.',60644,41.87759814,-87.76461864
"'Lincoln Square',",'1801-15 W. Argyle St.',60640,41.97235677,-87.67492225
"'Lower West Side',",'1427 W. Cullerton St.',60608,41.8550271,-87.66233036
"'Englewood',",'6565 S. Yale Ave.',60621,41.77466762,-87.6315302
"'East Garfiled Park',",'3512-46 W. Fifth Ave.',60624,41.87638462,-87.71361194
"'North Lawndale',",'2707 W. 12th St.',60808,41.86642326,-87.69375381
"'Washington Park',",'300-10 E. 61st St.',60637,41.78393828,-87.61886624
"'Grand Boulevard',",'223 E. 41st St.',60653,41.82007455,-87.6204233
"'Humboldt Park',",'1152 N. Christiana Ave.',60647,41.9025858,-87.71076053
"'North Lawndale',",'1129 S. Sacramento Ave.',60612,41.86736961,-87.70066623
"'Near West Side',",'2237 W. Maypole Ave.',60612,41.88380799,-87.68281702
"'South Chicago',",'8425 S. Saginaw Ave.',60617,41.74195912,-87.5598599
"'Uptown',",'927 W. Wilson Ave.',60640,41.96533937,-87.65347906
"'Humboldt Park',",'521 N. St. Louis Ave.',60624,41.89090793,-87.71359179
"'Washington Heights',",'848 W. 103rd St.',60643,41.70700943,-87.64478166
"'Grand Boulevard',",'401 E. Bowen Ave.',60653,41.81922851,-87.61645178
"'Pullman',",'15 E. 112th Place',60628,41.68976374,-87.62239508
"'Near North Side',",'1151 N. Cleveland Ave.',60622,41.90298972,-87.64104289
"'Near South Side',",'2030 S. State St.',60616,41.85453503,-87.62726774
"'Washington Park',",'110 E. 60th St.',60637,41.78570095,-87.6217485
"'Near West Side',",'1314 W. 15th St.',60608,41.86166987,-87.65963108
"'Grand Boulevard',",'636 E. 50th St.',60615,41.80413302,-87.60993412
"'West Town',",1456 N. Rockwell Ave.,60622,41.905458,-87.69216188
"'Montclare',",6614 W. Diversey Ave.,60707,41.93104976,-87.79077219
"'West Town',",1451 N. Washtenaw Ave.,60622,41.90708504,-87.69461792
