ID CIP2,CIP2,ID CIP4,CIP4,ID CIP6,CIP6,ID Year,Year,ID Degree,Degree,Completions,Slug CIP6,Geography,ID Geography,Slug Geography
"51","Health","5138","Registered Nursing, Nursing Administration, & Nursing Research","513801","Registered Nursing",2017,"2017",5,"Bachelors Degree",1068,"registered-nursing","Chicago, IL","16000US1714000","chicago-il"
"54","History","5401","History","540104","History & Philosophy of Science & Technology",2017,"2017",5,"Bachelors Degree",5,"history-philosophy-of-science-technology","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500411","Game & Interactive Media Design",2017,"2017",5,"Bachelors Degree",17,"game-interactive-media-design","Chicago, IL","16000US1714000","chicago-il"
"03","Natural Resources & Conservation","0301","Natural Resource Conservation & Research","030104","Environmental Science",2017,"2017",5,"Bachelors Degree",75,"environmental-science","Chicago, IL","16000US1714000","chicago-il"
"03","Natural Resources & Conservation","0302","Natural Resource Management & Policy","030201","Natural Resource Management & Policy",2017,"2017",5,"Bachelors Degree",10,"natural-resource-management-policy-030201","Chicago, IL","16000US1714000","chicago-il"
"54","History","5401","History","540101","General History",2017,"2017",5,"Bachelors Degree",249,"general-history","Chicago, IL","16000US1714000","chicago-il"
"04","Architecture and Related Services","0402","Architecture","040201","Architecture",2017,"2017",5,"Bachelors Degree",169,"architecture-040201","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500499","Other Design & Applied Arts",2017,"2017",5,"Bachelors Degree",0,"other-design-applied-arts","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500410","Illustration",2017,"2017",5,"Bachelors Degree",64,"illustration","Chicago, IL","16000US1714000","chicago-il"
"04","Architecture and Related Services","0405","Interior Architecture","040501","Interior Architecture",2017,"2017",5,"Bachelors Degree",5,"interior-architecture-040501","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5299","Other Business, Management, Marketing, & Related Services","529999","Other Business, Management, Marketing, & Related Support Services",2017,"2017",5,"Bachelors Degree",33,"other-business-management-marketing-related-support-services","Chicago, IL","16000US1714000","chicago-il"
"04","Architecture and Related Services","0408","Architectural History & Criticism","040801","General Architectural History & Criticism",2017,"2017",5,"Bachelors Degree",7,"general-architectural-history-criticism","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500409","Graphic Design",2017,"2017",5,"Bachelors Degree",229,"graphic-design","Chicago, IL","16000US1714000","chicago-il"
"04","Architecture and Related Services","0499","Other Architecture Studies","049999","Other Architecture & Related Services",2017,"2017",5,"Bachelors Degree",0,"other-architecture-related-services","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0501","Area Studies","050101","African Studies",2017,"2017",5,"Bachelors Degree",7,"african-studies","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5219","Specialized Sales, Merchandising, & Marketing Operations","521902","Fashion Merchandising",2017,"2017",5,"Bachelors Degree",36,"fashion-merchandising","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500501","General Drama & Theater Arts",2017,"2017",5,"Bachelors Degree",75,"general-drama-theater-arts","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0501","Area Studies","050102","American & U.S. Studies",2017,"2017",5,"Bachelors Degree",2,"american-us-studies","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500408","Interior Design",2017,"2017",5,"Bachelors Degree",71,"interior-design","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0501","Area Studies","050104","East Asian Studies",2017,"2017",5,"Bachelors Degree",3,"east-asian-studies","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5215","Real Estate","521501","Real Estate",2017,"2017",5,"Bachelors Degree",14,"real-estate-521501","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0501","Area Studies","050107","Latin American Studies",2017,"2017",5,"Bachelors Degree",24,"latin-american-studies","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500407","Fashion & Apparel Design",2017,"2017",5,"Bachelors Degree",57,"fashion-apparel-design","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500502","Technical Theatre Design & Technology",2017,"2017",5,"Bachelors Degree",51,"technical-theatre-design-technology","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500406","Commercial Photography",2017,"2017",5,"Bachelors Degree",10,"commercial-photography","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0501","Area Studies","050111","Scandinavian Studies",2017,"2017",5,"Bachelors Degree",1,"scandinavian-studies","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5214","Marketing","521402","Marketing Research",2017,"2017",5,"Bachelors Degree",0,"marketing-research","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0501","Area Studies","050123","Chinese Studies",2017,"2017",5,"Bachelors Degree",5,"chinese-studies","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5214","Marketing","521401","General Marketing & Marketing Management",2017,"2017",5,"Bachelors Degree",593,"general-marketing-marketing-management","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500404","Industrial & Product Design",2017,"2017",5,"Bachelors Degree",33,"industrial-product-design","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0501","Area Studies","050125","German Studies",2017,"2017",5,"Bachelors Degree",4,"german-studies","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500504","Playwriting & Screenwriting",2017,"2017",5,"Bachelors Degree",9,"playwriting-screenwriting","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0502","Ethnic, Cultural, & Gender Group Studies","050201","African-American & Black Studies",2017,"2017",5,"Bachelors Degree",14,"african-american-black-studies","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5213","Management Sciences & Quantitative Methods","521304","Actuarial Science",2017,"2017",5,"Bachelors Degree",8,"actuarial-science","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500402","Commercial & Advertising Art",2017,"2017",5,"Bachelors Degree",38,"commercial-advertising-art","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0502","Ethnic, Cultural, & Gender Group Studies","050207","Women's Studies",2017,"2017",5,"Bachelors Degree",17,"womens-studies","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0502","Ethnic, Cultural, & Gender Group Studies","050210","Disability Studies",2017,"2017",5,"Bachelors Degree",1,"disability-studies","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0502","Ethnic, Cultural, & Gender Group Studies","050211","Deaf Studies",2017,"2017",5,"Bachelors Degree",2,"deaf-studies","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500401","General Design & Visual Communications",2017,"2017",5,"Bachelors Degree",17,"general-design-visual-communications","Chicago, IL","16000US1714000","chicago-il"
"05","Cultural & Gender Studies","0502","Ethnic, Cultural, & Gender Group Studies","050299","Other Ethnic, Minority, Gender, & Group Studies",2017,"2017",5,"Bachelors Degree",41,"other-ethnic-minority-gender-group-studies","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5213","Management Sciences & Quantitative Methods","521301","Management Science",2017,"2017",5,"Bachelors Degree",384,"management-science","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0901","Communication and Media Studies","090100","General Communication",2017,"2017",5,"Bachelors Degree",87,"general-communication","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500505","Theatre Literature, History, & Criticism",2017,"2017",5,"Bachelors Degree",4,"theatre-literature-history-criticism","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5003","Dance","500301","General Dance",2017,"2017",5,"Bachelors Degree",24,"general-dance","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0901","Communication and Media Studies","090101","Speech Communication & Rhetoric",2017,"2017",5,"Bachelors Degree",125,"speech-communication-rhetoric","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5212","Management Information Systems & Services","521201","General Management Information Systems",2017,"2017",5,"Bachelors Degree",98,"general-management-information-systems","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0901","Communication and Media Studies","090102","Mass Communication & Media Studies",2017,"2017",5,"Bachelors Degree",114,"mass-communication-media-studies","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5001","General Visual & Performaing Arts","500102","Digital Arts",2017,"2017",5,"Bachelors Degree",2,"digital-arts","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0901","Communication and Media Studies","090199","Other Communication & Media Studies",2017,"2017",5,"Bachelors Degree",143,"other-communication-media-studies","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5211","International Business","521101","International Business, Trade, & Commerce",2017,"2017",5,"Bachelors Degree",34,"international-business-trade-commerce","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0904","Journalism","090401","Journalism",2017,"2017",5,"Bachelors Degree",140,"journalism-090401","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0904","Journalism","090404","Photojournalism",2017,"2017",5,"Bachelors Degree",1,"photojournalism","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500506","Acting",2017,"2017",5,"Bachelors Degree",102,"acting","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5001","General Visual & Performaing Arts","500101","General Visual & Performing Arts",2017,"2017",5,"Bachelors Degree",15,"general-visual-performing-arts","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0904","Journalism","090499","Other Journalism",2017,"2017",5,"Bachelors Degree",0,"other-journalism","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5210","Human Resource Management & Services","521005","Human Resource Development",2017,"2017",5,"Bachelors Degree",43,"human-resource-development","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0907","Radio, Television, & Digital Communication","090701","Radio & Television",2017,"2017",5,"Bachelors Degree",117,"radio-television","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5210","Human Resource Management & Services","521003","Organizational Behavior Studies",2017,"2017",5,"Bachelors Degree",0,"organizational-behavior-studies","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0907","Radio, Television, & Digital Communication","090702","Digital Communication & Multimedia",2017,"2017",5,"Bachelors Degree",26,"digital-communication-multimedia","Chicago, IL","16000US1714000","chicago-il"
"47","Mechanical Technologies","4706","Vehicle Maintenance & Repair Technologies","470607","Airframe Mechanics & Aircraft Maintenance Technology",2017,"2017",5,"Bachelors Degree",14,"airframe-mechanics-aircraft-maintenance-technology","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0909","Public Relations, Advertising, & Applied Communication","090901","General Organizational Communication",2017,"2017",5,"Bachelors Degree",36,"general-organizational-communication","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500507","Directing & Theatrical Production",2017,"2017",5,"Bachelors Degree",17,"directing-theatrical-production","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0909","Public Relations, Advertising, & Applied Communication","090902","Public Relations & Image Management",2017,"2017",5,"Bachelors Degree",39,"public-relations-image-management","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5210","Human Resource Management & Services","521001","General Human Resources Management & Personnel Administration",2017,"2017",5,"Bachelors Degree",50,"general-human-resources-management-personnel-administration","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4599","Other Social Sciences","459999","Other Social Sciences",2017,"2017",5,"Bachelors Degree",17,"other-social-sciences-459999","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0909","Public Relations, Advertising, & Applied Communication","090903","Advertising",2017,"2017",5,"Bachelors Degree",44,"advertising","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0909","Public Relations, Advertising, & Applied Communication","090907","International & Intercultural Communication",2017,"2017",5,"Bachelors Degree",4,"international-intercultural-communication","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4512","Urban Affairs","451201","Urban Studies",2017,"2017",5,"Bachelors Degree",23,"urban-studies","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0909","Public Relations, Advertising, & Applied Communication","090908","Technical & Scientific Communication",2017,"2017",5,"Bachelors Degree",2,"technical-scientific-communication","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5209","Hospitality Management","520901","General Hospitality Management",2017,"2017",5,"Bachelors Degree",195,"general-hospitality-management","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0909","Public Relations, Advertising, & Applied Communication","090999","Other Public Relations, Advertising, & Applied Communication",2017,"2017",5,"Bachelors Degree",394,"other-public-relations-advertising-applied-communication","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500509","Musical Theatre",2017,"2017",5,"Bachelors Degree",58,"musical-theatre","Chicago, IL","16000US1714000","chicago-il"
"09","Communications","0999","Other Communication Studies","099999","Other Communication, Journalism, & Related Programs",2017,"2017",5,"Bachelors Degree",5,"other-communication-journalism-related-programs","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4511","Sociology","451101","Sociology",2017,"2017",5,"Bachelors Degree",306,"sociology-451101","Chicago, IL","16000US1714000","chicago-il"
"10","Communication Technologies","1002","Audiovisual Communications Technology","100203","Recording Arts Technology",2017,"2017",5,"Bachelors Degree",88,"recording-arts-technology","Chicago, IL","16000US1714000","chicago-il"
"10","Communication Technologies","1003","Graphic Communications","100301","General Graphic Communications",2017,"2017",5,"Bachelors Degree",0,"general-graphic-communications","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5208","Financial Management Services","520804","Financial Planning & Services",2017,"2017",5,"Bachelors Degree",0,"financial-planning-services","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4510","Political Science & Government","451001","General Political Science & Government",2017,"2017",5,"Bachelors Degree",469,"general-political-science-government","Chicago, IL","16000US1714000","chicago-il"
"10","Communication Technologies","1003","Graphic Communications","100304","Animation, Interactive Technology, Video Graphics, & Special Effects",2017,"2017",5,"Bachelors Degree",102,"animation-interactive-technology-video-graphics-special-effects","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500599","Other Dramatic Arts & Stagecraft",2017,"2017",5,"Bachelors Degree",43,"other-dramatic-arts-stagecraft","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110101","General Computer & Information Sciences",2017,"2017",5,"Bachelors Degree",50,"general-computer-information-sciences-110101","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5208","Financial Management Services","520801","General Finance",2017,"2017",5,"Bachelors Degree",705,"general-finance","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4509","International Relations & National Security Studies","450901","International Relations & Affairs",2017,"2017",5,"Bachelors Degree",165,"international-relations-affairs","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110103","Information Technology",2017,"2017",5,"Bachelors Degree",116,"information-technology","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1102","Computer Programming","110201","General Computer Programming",2017,"2017",5,"Bachelors Degree",58,"general-computer-programming","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5207","Entrepreneurial & Small Business Operations","520701","Entrepreneurial Studies",2017,"2017",5,"Bachelors Degree",15,"entrepreneurial-studies","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4507","Geography & Cartography","450701","Geography",2017,"2017",5,"Bachelors Degree",33,"geography","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1102","Computer Programming","110202","Specific Applications Computer Programming",2017,"2017",5,"Bachelors Degree",0,"specific-applications-computer-programming","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5006","Video & Photographic Arts","500601","Film, Cinema, & Video Studies",2017,"2017",5,"Bachelors Degree",14,"film-cinema-video-studies","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1104","Information Sciences","110401","Information Science",2017,"2017",5,"Bachelors Degree",103,"information-science","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5206","Managerial Economics","520601","Business & Managerial Economics",2017,"2017",5,"Bachelors Degree",114,"business-managerial-economics","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4506","Economics","450604","Developmental Economics & International Development",2017,"2017",5,"Bachelors Degree",0,"developmental-economics-international-development","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1105","Computer Systems Analysis","110501","Computer Systems Analysis",2017,"2017",5,"Bachelors Degree",254,"computer-systems-analysis-110501","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4506","Economics","450603","Econometrics & Quantitative Economics",2017,"2017",5,"Bachelors Degree",366,"econometrics-quantitative-economics","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1107","Computer Science","110701","Computer Science",2017,"2017",5,"Bachelors Degree",485,"computer-science-110701","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5205","Business Communications","520501","Business & Corporate Communications",2017,"2017",5,"Bachelors Degree",45,"business-corporate-communications","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4506","Economics","450602","Applied Economices",2017,"2017",5,"Bachelors Degree",0,"applied-economices","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110801","Web Page, Digital, & Information Resource Design",2017,"2017",5,"Bachelors Degree",75,"web-page-digital-information-resource-design","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4506","Economics","450601","General Economics",2017,"2017",5,"Bachelors Degree",125,"general-economics","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110803","Computer Graphics",2017,"2017",5,"Bachelors Degree",0,"computer-graphics","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5203","Accounting","520301","Accounting",2017,"2017",5,"Bachelors Degree",797,"accounting-520301","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110899","Other Computer Software & Media Applications",2017,"2017",5,"Bachelors Degree",32,"other-computer-software-media-applications","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4504","Crminology","450401","Criminology",2017,"2017",5,"Bachelors Degree",22,"criminology","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1109","Networking & Telecommunication Systems","110901","Computer Systems Networking & Telecommunications",2017,"2017",5,"Bachelors Degree",193,"computer-systems-networking-telecommunications","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5202","Business Administration, Management, & Operations","520299","Other Business Administration, Management, & Operations",2017,"2017",5,"Bachelors Degree",1044,"other-business-administration-management-operations","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4502","Anthropology","450201","Anthropology",2017,"2017",5,"Bachelors Degree",108,"anthropology-450201","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111003","Computer & Information Systems Security",2017,"2017",5,"Bachelors Degree",19,"computer-information-systems-security","Chicago, IL","16000US1714000","chicago-il"
"11","Computer and Information Sciences and Support Services","1199","Other Computer Service Studies","119999","Other Computer & Information Support Services",2017,"2017",5,"Bachelors Degree",1,"other-computer-information-support-services","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5006","Video & Photographic Arts","500602","Cinematography & Film Production",2017,"2017",5,"Bachelors Degree",466,"cinematography-film-production","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4501","General Social Sciences","450102","Research Methodology & Quantitative Methods",2017,"2017",5,"Bachelors Degree",1,"research-methodology-quantitative-methods","Chicago, IL","16000US1714000","chicago-il"
"12","Personal & Culinary Services","1205","Culinary Arts & Related Services","120503","Culinary Arts & Chef Training",2017,"2017",5,"Bachelors Degree",17,"culinary-arts-chef-training","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5202","Business Administration, Management, & Operations","520213","Organizational Leadership",2017,"2017",5,"Bachelors Degree",10,"organizational-leadership","Chicago, IL","16000US1714000","chicago-il"
"12","Personal & Culinary Services","1205","Culinary Arts & Related Services","120504","Restaurant, Culinary, & Catering Management",2017,"2017",5,"Bachelors Degree",12,"restaurant-culinary-catering-management","Chicago, IL","16000US1714000","chicago-il"
"45","Social Sciences","4501","General Social Sciences","450101","General Social Sciences",2017,"2017",5,"Bachelors Degree",4,"general-social-sciences-450101","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1301","General Education","130101","General Education",2017,"2017",5,"Bachelors Degree",18,"general-education-130101","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5202","Business Administration, Management, & Operations","520212","Retail Management",2017,"2017",5,"Bachelors Degree",118,"retail-management","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1302","Multilingual & Multicultural Education","130201","Bilingual & Multilingual Education",2017,"2017",5,"Bachelors Degree",16,"bilingual-multilingual-education","Chicago, IL","16000US1714000","chicago-il"
"44","Public Administration and Social Service","4499","Other Public Administration & Social Services","449999","Other Public Administration & Social Service Professions",2017,"2017",5,"Bachelors Degree",34,"other-public-administration-social-service-professions","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1310","Special Education","131001","General Special Education & Teaching",2017,"2017",5,"Bachelors Degree",41,"general-special-education-teaching","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5202","Business Administration, Management, & Operations","520208","E-Commerce",2017,"2017",5,"Bachelors Degree",0,"e-commerce","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5006","Video & Photographic Arts","500605","Photography",2017,"2017",5,"Bachelors Degree",74,"photography","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131202","Elementary Education & Teaching",2017,"2017",5,"Bachelors Degree",269,"elementary-education-teaching","Chicago, IL","16000US1714000","chicago-il"
"44","Public Administration and Social Service","4407","Social Work","440701","Social Work",2017,"2017",5,"Bachelors Degree",209,"social-work-440701","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131203","Middle School Education & Teaching",2017,"2017",5,"Bachelors Degree",0,"middle-school-education-teaching","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131205","Secondary Education & Teaching",2017,"2017",5,"Bachelors Degree",57,"secondary-education-teaching","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5202","Business Administration, Management, & Operations","520206","Non-Profit, Public, & Organizational Management",2017,"2017",5,"Bachelors Degree",12,"non-profit-public-organizational-management","Chicago, IL","16000US1714000","chicago-il"
"44","Public Administration and Social Service","4405","Public Work Analysis","440501","General Public Policy Analysis",2017,"2017",5,"Bachelors Degree",106,"general-public-policy-analysis","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131206","Teacher Education",2017,"2017",5,"Bachelors Degree",6,"teacher-education","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5006","Video & Photographic Arts","500699","Other Film & Photographic Arts",2017,"2017",5,"Bachelors Degree",2,"other-film-photographic-arts","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131209","Kindergarten & Preschool Education",2017,"2017",5,"Bachelors Degree",0,"kindergarten-preschool-education","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5202","Business Administration, Management, & Operations","520205","Operations Management & Supervision",2017,"2017",5,"Bachelors Degree",1,"operations-management-supervision","Chicago, IL","16000US1714000","chicago-il"
"44","Public Administration and Social Service","4404","Public Administration","440401","Public Administration",2017,"2017",5,"Bachelors Degree",3,"public-administration-440401","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131210","Early Childhood Education & Teaching",2017,"2017",5,"Bachelors Degree",151,"early-childhood-education-teaching","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131299","Teacher Education & Professional Development",2017,"2017",5,"Bachelors Degree",2,"teacher-education-professional-development","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1313","Teacher Education for Specific Subject Areas","131302","Art Teacher Education",2017,"2017",5,"Bachelors Degree",2,"art-teacher-education","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5202","Business Administration, Management, & Operations","520204","Office Management & Supervision",2017,"2017",5,"Bachelors Degree",76,"office-management-supervision","Chicago, IL","16000US1714000","chicago-il"
"44","Public Administration and Social Service","4400","General Human Services","440000","General Human Services",2017,"2017",5,"Bachelors Degree",7,"general-human-services-440000","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1313","Teacher Education for Specific Subject Areas","131305","English & Language Arts Teacher Education",2017,"2017",5,"Bachelors Degree",13,"english-language-arts-teacher-education","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5007","Fine & Studio Arts","500701","General Art Studies",2017,"2017",5,"Bachelors Degree",46,"general-art-studies","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1313","Teacher Education for Specific Subject Areas","131306","Foreign Language Teacher Education",2017,"2017",5,"Bachelors Degree",0,"foreign-language-teacher-education","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1313","Teacher Education for Specific Subject Areas","131307","Health Teacher Education",2017,"2017",5,"Bachelors Degree",0,"health-teacher-education","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5202","Business Administration, Management, & Operations","520203","Logistics, Materials, & Supply Chain Management",2017,"2017",5,"Bachelors Degree",11,"logistics-materials-supply-chain-management","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1313","Teacher Education for Specific Subject Areas","131309","Technology & Industrial Arts Teacher Education",2017,"2017",5,"Bachelors Degree",2,"technology-industrial-arts-teacher-education","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5202","Business Administration, Management, & Operations","520201","General Business Administration & Management",2017,"2017",5,"Bachelors Degree",1232,"general-business-administration-management","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1313","Teacher Education for Specific Subject Areas","131311","Mathematics Teacher Education",2017,"2017",5,"Bachelors Degree",14,"mathematics-teacher-education","Chicago, IL","16000US1714000","chicago-il"
"43","Protective Services","4301","Criminal Justice & Corrections","430106","Forensic Science & Technology",2017,"2017",5,"Bachelors Degree",19,"forensic-science-technology","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1313","Teacher Education for Specific Subject Areas","131312","Music Teacher Education",2017,"2017",5,"Bachelors Degree",26,"music-teacher-education","Chicago, IL","16000US1714000","chicago-il"
"52","Business","5201","General Business & Commerce","520101","General Business",2017,"2017",5,"Bachelors Degree",185,"general-business","Chicago, IL","16000US1714000","chicago-il"
"50","Visual & Performing Arts","5007","Fine & Studio Arts","500702","General Fine Studio Arts",2017,"2017",5,"Bachelors Degree",604,"general-fine-studio-arts","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1313","Teacher Education for Specific Subject Areas","131314","Physical Education Teaching & Coaching",2017,"2017",5,"Bachelors Degree",43,"physical-education-teaching-coaching","Chicago, IL","16000US1714000","chicago-il"
"13","Education","1313","Teacher Education for Specific Subject Areas","131316","General Science Teacher Education",2017,"2017",5,"Bachelors Degree",0,"general-science-teacher-education","Chicago, IL","16000US1714000","chicago-il"
